  225,20160713,   60,     
  225,20160714,   83,     
  225,20160715,   67,     
  225,20160716,   77,     
  225,20160717,   45,     
  225,20160718,   22,     
  225,20160719,   40,     
  225,20160720,   61,     
  225,20160721,   48,     
  225,20160722,   50,     
  225,20160723,   53,     
  225,20160724,   41,     
  225,20160725,   61,     
  225,20160726,   35,     
  225,20160727,   78,     
  225,20160728,   51,     
  225,20160729,   88,     
  225,20160730,   46,     
  225,20160731,   57,     
  225,20160801,   55,     
  225,20160802,   55,     
  225,20160803,  137,     
  225,20160804,  118,     
  225,20160805,   61,     
  225,20160806,   54,     
  225,20160807,  121,     
  225,20160808,   93,     
  225,20160809,   71,     
  225,20160810,   62,     
  225,20160811,  102,     
  225,20160812,  100,     
  225,20160813,   70,     
  225,20160814,   43,     
  225,20160815,   47,     
  225,20160816,   66,     
  225,20160817,   73,     
  225,20160818,   59,     
  225,20160819,   50,     
  225,20160820,  121,     
  225,20160821,  113,     
  225,20160822,  106,     
  225,20160823,   38,     
  225,20160824,   39,     
  225,20160825,   33,     
  225,20160826,   42,     
  225,20160827,   79,     
  225,20160828,   90,     
  225,20160829,   50,     
  225,20160830,   37,     
  225,20160831,   42,     
  225,20160901,   39,     
  225,20160902,   90,     
  225,20160903,   82,     
  225,20160904,  133,     
  225,20160905,   49,     
  225,20160906,   29,     
  225,20160907,   32,     
  225,20160908,   52,     
  225,20160909,   54,     
  225,20160910,   55,     
  225,20160911,   40,     
  225,20160912,   36,     
  225,20160913,   50,     
  225,20160914,   48,     
  225,20160915,   71,     
  225,20160916,   58,     
  225,20160917,   43,     
  225,20160918,   60,     
  225,20160919,   23,     
  225,20160920,   27,     
  225,20160921,   34,     
  225,20160922,   55,     
  225,20160923,   62,     
  225,20160924,   55,     
  225,20160925,   80,     
  225,20160926,   35,     
  225,20160927,   67,     
  225,20160928,  126,     
  225,20160929,  141,     
  225,20160930,   90,     
  225,20161001,   65,     
  225,20161002,  108,     
  225,20161003,   74,     
  225,20161004,   78,     
  225,20161005,   87,     
  225,20161006,   71,     
  225,20161007,   66,     
  225,20161008,   45,     
  225,20161009,   35,     
  225,20161010,   37,     
  225,20161011,   44,     
  225,20161012,   77,     
  225,20161013,   91,     
  225,20161014,   80,     
  225,20161015,   64,     
  225,20161016,   49,     
  225,20161017,   67,     
  225,20161018,  108,     
  225,20161019,   88,     
  225,20161020,   75,     
  225,20161021,   44,     
  225,20161022,   37,     
  225,20161023,   30,     
  225,20161024,   64,     
  225,20161025,   24,     
  225,20161026,   60,     
  225,20161027,   81,     
  225,20161028,   77,     
  225,20161029,   27,     
  225,20161030,   20,     
  225,20161031,   25,     
  225,20161101,   65,     
  225,20161102,  101,     
  225,20161103,   75,     
  225,20161104,   93,     
  225,20161105,   77,     
  225,20161106,   72,     
  225,20161107,   66,     
  225,20161108,   36,     
  225,20161109,   43,     
  225,20161110,   47,     
  225,20161111,   48,     
  225,20161112,   48,     
  225,20161113,   34,     
  225,20161114,   72,     
  225,20161115,   65,     
  225,20161116,   89,     
  225,20161117,  121,     
  225,20161118,  127,     
  225,20161119,   98,     
  225,20161120,  127,     
  225,20161121,   61,     
  225,20161122,   96,     
  225,20161123,   53,     
  225,20161124,  104,     
  225,20161125,   95,     
  225,20161126,   38,     
  225,20161127,   61,     
  225,20161128,   58,     
  225,20161129,   31,     
  225,20161130,   88,     
  225,20161201,   79,     
  225,20161202,   57,     
  225,20161203,   32,     
  225,20161204,   56,     
  225,20161205,   29,     
  225,20161206,   39,     
  225,20161207,   88,     
  225,20161208,  105,     
  225,20161209,   88,     
  225,20161210,   89,     
  225,20161211,   93,     
  225,20161212,   39,     
  225,20161213,   52,     
  225,20161214,   34,     
  225,20161215,   48,     
  225,20161216,   38,     
  225,20161217,   43,     
  225,20161218,   39,     
  225,20161219,   31,     
  225,20161220,   38,     
  225,20161221,  110,     
  225,20161222,   87,     
  225,20161223,  116,     
  225,20161224,  131,     
  225,20161225,  130,     
  225,20161226,  144,     
  225,20161227,   73,     
  225,20161228,   38,     
  225,20161229,   33,     
  225,20161230,   66,     
  225,20161231,  105,     
